ID,Homepage _Duration,Aboutus_Duration,Contactus,BounceRates,ExitRates,PageValues,SpecialDay,TrafficType,Weekend,Nov,A,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,New_Visitor,Other,Returning_Visitor
189,0,0,5,0,0.04,0,0,4,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
190,0,15,93,0.017204301,0.023117504,0,0,4,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
191,0,0,111,0.013636364,0.025515152,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
192,0,0,9,0.155555556,0.177777778,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
193,473.1666667,195.4,111,0.003571429,0.012351425,0,0,5,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
194,0,0,8,0.05,0.075,0,0,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
195,0,0,1,0,0.1,0,0,18,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
196,0,0,14,0,0.013333333,52.17313647,0,3,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
197,168.1666667,0,70,0,0.009316323,67.30929078,0,2,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
198,40.2,26.1,10,0,0.021428571,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
199,90.875,15,58,0.007526882,0.012156298,3.97647235,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
200,0,0,1,0.2,0.2,0,0,3,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
201,292.88,48.35,130,0.001459854,0.008515815,10.41358118,0,2,FALSE,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
202,0,0,3,0.1,0.1,0,0,6,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
203,122.875,0,22,0,0.03974359,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
204,103.6,0,1,0,0.04,0,0,5,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
205,0,0,5,0,0.05,0,0,4,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
206,192.4333333,53.4,45,0.004166667,0.00625,0,0,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
207,0,0,40,0.048333333,0.106,0,1,3,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
208,47.5,17,40,0.015813953,0.048604651,0,0,3,FALSE,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
209,0,0,5,0.04,0.08,0,0,3,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
210,37,16,18,0,0.004545455,0,0,6,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,0,0,46,0,0.000555556,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
212,19,0,11,0.016666667,0.033333333,55.485,0,2,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
213,49,0,4,0,0.013333333,0,0,3,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
214,58,0,7,0,0.011111111,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
215,71.66666667,0,24,0,0.013793103,0,0.2,5,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
216,104,0,5,0.028571429,0.057142857,64.95645099,0,20,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
217,0,0,3,0.1,0.111111111,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
218,0,0,27,0.014814815,0.020740741,0,0,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
219,0,0,57,0.035087719,0.061650605,0,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
220,0,0,9,0.022222222,0.051851852,0,0,3,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
221,46.5,0,22,0.00952381,0.04021164,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
222,0,0,8,0.0125,0.0375,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
223,16,0,33,0.006060606,0.021969697,11.12342124,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
224,268.5,0,8,0,0.0275,0,0,8,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
225,171.75,264.1,49,0.01509434,0.013579188,0,0,2,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
226,0,0,6,0,0.05,0,0,1,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
227,29.75,0,33,0.001010101,0.027020202,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
228,70.4,645.5,82,0.005574913,0.019401736,0,0,2,TRUE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
229,230.25,135,27,0,0.011458333,30.269375,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
230,69,0,51,0,0.015384615,40.659727,0,13,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
231,0,0,14,0,0.016666667,0,0,20,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
232,0,0,48,0.034873188,0.082209406,0,0,3,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
233,0,0,13,0,0.003030303,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234,214.6214286,114,36,0.019379845,0.032443035,0,0,2,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
235,149.0316092,1529.2,23,0.005714286,0.020425941,16.19731984,0,20,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
236,61.5,10,13,0.0125,0.03125,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
237,0,0,14,0,0.016071429,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
238,0,0,8,0,0.028571429,9.0847678,0,11,TRUE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
239,0,0,18,0.00625,0.021924603,0,0,10,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
240,150.2083333,0,14,0,0.012698413,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
241,0,0,3,0,0.066666667,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
242,150.125,26.5,26,0.026523297,0.04656682,5.473874968,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
243,182.6428571,119.375,64,0.000275482,0.017352092,37.59646822,0,2,FALSE,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
244,1449.666667,559.0833333,127,0.005755396,0.029203072,5.751219035,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
245,0,0,4,0,0.05,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
246,0,0,16,0,0.003921569,92.9041786,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
247,0,0,9,0.05,0.075,38.83384563,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
248,23,0,18,0,0.0125,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
249,46.875,10,111,0,0.011957672,10.21771151,0,11,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
250,0,0,3,0.2,0.2,0,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
251,107.4,96.7,32,0.024509804,0.035882353,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
252,0,0,7,0.028571429,0.057142857,0,0,3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
253,98.73333333,229.8,151,0.013402778,0.041166667,5.88595629,0,3,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
254,0,0,15,0,0.04,0,0,3,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
255,150.375,0,7,0,0.018181818,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
256,0,0,3,0,0.066666667,0,0,3,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
257,234.1666667,0,24,0,0.007692308,61.20406619,0,10,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
258,23,0,39,0.005128205,0.02008547,20.5924708,0,2,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
259,3398.75,2549.375,449,0.000764406,0.02770134,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
260,0,0,8,0.1,0.175,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
261,0,207.25,114,0.003478261,0.010434783,1.795451001,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
262,149.013357,138,78,0.002380952,0.012458392,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
263,34,0,81,0.002439024,0.007012195,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
264,105.6333333,105.95,8,0,0.008928571,0,0,3,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
265,0,0,23,0.05,0.086363636,0,0.4,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,0,0,37,0.036936937,0.062012012,0,0,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
267,0,0,4,0,0.05,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
268,34,9,3,0,0.05,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
269,34.44242424,0,103,0,0.019613005,0,0,2,TRUE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
270,101.6666667,0,22,0,0.019565217,32.70730435,0,1,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
271,0,25,8,0.025,0.033333333,0,0.6,2,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
272,204.2,0,31,0.012121212,0.016161616,0,0,1,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
273,48,0,26,0.025,0.04202381,0,0,11,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
274,24.16666667,0,56,0,0.007471264,0,0.4,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
275,27.5,17,1,0,0.04,0,0,8,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
276,0,0,26,0.019230769,0.02530525,0,0.8,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
277,13,0,28,0,0.001724138,0,0,6,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
278,0,0,1,0.2,0.2,0,0,13,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
279,37,0,7,0,0.011111111,0,0,8,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
280,78.51333333,63.4,110,0.003448276,0.019359924,19.18310758,0,4,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
281,0,0,16,0.0125,0.04,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
282,213.6,108,19,0.029166667,0.0375,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
283,0,0,2,0,0.1,0,0.4,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
284,0,0,63,0,0.003329865,51.46331148,0,1,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
285,123.875,0,87,0.00625,0.015280206,1.773369333,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
286,91.31666667,0,29,0.01125,0.024522672,7.91345877,0,1,FALSE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
287,0,0,22,0.021212121,0.059848485,0,0,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,35.2,0,15,0,0.00625,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
289,89.0625,888,275,0.00625,0.018539498,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
290,49.85714286,0,94,0.008843537,0.023561816,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
291,0,0,9,0.022222222,0.044444444,0,0.6,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
292,228,89.33333333,18,0,0.003461538,0,0,3,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
293,2720.5,353.4,68,0.032236842,0.038623482,0,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
294,0,0,28,0.035714286,0.067857143,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
295,0,0,11,0.016666667,0.066666667,0,0,6,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
296,96.5,0,19,0.01,0.025666667,0,0,1,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
297,389,0,5,0,0.014285714,0,0,2,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
298,53,0,10,0,0.022222222,49.388,0,4,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
299,44,0,8,0,0.005,0,0,2,FALSE,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
300,0,0,1,0.2,0.2,0,0,4,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
301,0,0,1,0.2,0.2,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
302,296.1166667,26.5,79,0.002298851,0.022687466,17.78922266,0,10,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
303,0,0,5,0,0,125.8939091,0,2,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
304,0,0,1,0.2,0.2,0,0,11,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
305,32.2,0,20,0,0.009090909,0,0,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
306,55.4,0,20,0,0.00952381,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
307,0,0,22,0.021212121,0.046969697,0,0,4,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
308,0,0,10,0.06,0.07,38.19240444,0,1,FALSE,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
309,0,0,8,0.016666667,0.025,0,0,1,TRUE,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
310,0,0,57,0.004464286,0.031964286,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
311,0,0,1,0.2,0.2,0,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
312,17,0,11,0,0.018181818,54.53454545,0,4,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
313,0,0,9,0.022222222,0.027777778,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
314,173.55,0,164,0.002514286,0.01343784,13.76473644,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
315,89.8,0,26,0,0.005357143,0,0,4,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
316,333.8674242,121.625,29,0.017567568,0.021302211,20.74810067,0,1,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
317,330.0555556,251.5,116,0.001858304,0.012303523,3.701618891,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
318,95.6,0,12,0.014285714,0.035714286,21.32413414,0,7,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
319,0,0,43,0,0.003875969,0,0,3,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
320,23,0,31,0,0.006451613,0,0,3,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
321,420.1,14.2,32,0.032432432,0.043745174,0,0,3,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
322,0,0,12,0.016666667,0.058333333,0,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
323,18,0,15,0.0125,0.0625,29.24325,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
324,214.7833333,30.2,52,0.004166667,0.023015892,17.75267237,0,2,TRUE,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
325,0,62.8,90,0.002898551,0.013297101,0,0,4,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
326,0,249.5,33,0.027459219,0.041167134,0,0,10,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
327,11,8,79,0,0.003430424,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
328,69.83333333,0,133,0.002962963,0.008689192,15.95538838,0,2,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
329,0,0,36,0.011111111,0.038888889,0,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
330,0,0,20,0.01,0.038333333,0,0,4,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
331,151,0,44,0.004081633,0.006501458,0,0,2,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
332,0,8,31,0,0.025,0,0,2,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
333,110.7583333,3,34,0,0.011627907,17.78585727,0,10,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
334,0,0,3,0,0.033333333,0,0,6,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,0,0,36,0.034259259,0.073333333,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
336,278.1519608,46.5,150,7.27E-05,0.017155355,1.529570511,0,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
337,166,0,2,0,0.03,0,0.8,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
338,0,0,43,0.010232558,0.023197087,0,0,3,TRUE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,266.047619,985.4833333,179,0.020689931,0.028728531,0,0,3,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
340,42,0,41,0,0.003571429,0,0,2,TRUE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
341,47.4,0,21,0.030434783,0.053623188,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
342,0,0,7,0.066666667,0.1,0,0,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
343,48.5,0,53,0.005357143,0.017261905,29.04476648,0,6,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
344,0,0,33,0,0.042424242,0,0.6,1,FALSE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
345,0,0,19,0.068421053,0.131578947,0,0,13,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
346,0,0,31,0,0.026938057,0,0.8,1,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
347,120.5,260.5,22,0.009090909,0.036363636,7.518979759,0,1,TRUE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
348,32,0,30,0.006451613,0.02516129,15.51193548,0,13,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
349,0,0,38,0.011111111,0.024532828,0,0,3,TRUE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
350,51,176,37,0,0.012612613,102.3538378,0,4,TRUE,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
351,158,0,18,0,0.034586466,0,0,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
352,275.0844444,0,70,0,0.002666667,0,0,2,FALSE,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
353,0,0,7,0.142857143,0.157142857,0,0.6,4,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
354,1103.330357,696.8333333,359,0.000795756,0.008975428,7.231074783,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
355,90.6,0,10,0,0.015384615,0,0,2,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
356,0,0,19,0.010526316,0.024035088,0,0,2,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
357,0,0,55,0.001818182,0.017355372,0,0,2,FALSE,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
358,178.7995495,47.64,193,0,0.008886586,9.836180753,0,2,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
359,0,0,30,0,0.007142857,21.04864167,0,2,FALSE,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
360,0,0,7,0,0.057142857,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
361,0,0,11,0,0.01,0,0,2,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
362,77,0,43,0.002272727,0.015909091,0,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
363,0,0,16,0,0.014583333,0,0,20,FALSE,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
364,14,0,58,0.013793103,0.026819923,0,0.8,6,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
365,0,0,10,0,0.02,0,0,1,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
366,5,0,41,0,0.014444444,0,0,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
367,16.5,0,5,0,0.033333333,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
368,118.5,0,11,0,0.012727273,0,0,1,TRUE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
369,0,0,9,0,0.022222222,0,0.2,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
370,157,0,20,0,0.013333333,4.84736534,0,2,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
371,21.2,141,7,0,0,0,0,3,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
372,888.8333333,0,39,0.00952381,0.011156463,16.32930757,0,2,TRUE,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
373,0,0,7,0.028571429,0.057142857,0,0.6,4,FALSE,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
374,6,0,57,0,0.004093567,0,0,2,FALSE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
375,95,48,9,0,0.015384615,0,0,2,FALSE,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
376,0,0,18,0.047058824,0.098039216,0,0,1,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
377,173.1666667,24.5,30,0,0.013376623,54.121714,0,2,TRUE,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
